BBSID, Signal, Time, Timestamp
0e:19:8f:e6:38:38,-79,13132513,2212106003
20:4c:9e:eb:24:7e,-77,13132513,2212105919
00:03:52:a9:5d:ac,-87,13132513,2218426078
1e:19:8f:e6:37:bd,-79,13132513,2212105994
20:4c:9e:eb:24:72,-72,13132513,2212105858
20:4c:9e:eb:24:7f,-78,13132513,2212105928
20:4c:9e:eb:24:7d,-80,13132513,2212105956
0e:19:8f:e6:37:bd,-77,13132513,2212105974
88:57:ee:f8:c4:c0,-71,13132513,2221549405
34:fc:b9:3d:13:71,-86,13132513,2212106750
34:fc:b9:3d:13:70,-85,13132513,2212106218
58:ac:78:55:f3:de,-88,13132513,2212106790
58:ac:78:55:f3:dd,-88,13132513,2212106798
20:4c:9e:eb:29:6e,-90,13132513,2212106946
20:4c:9e:eb:29:6f,-90,13132513,2212106936
58:ac:78:55:f3:df,-90,13132513,2212106860
20:4c:9e:eb:29:6d,-89,13132513,2212106911
00:78:88:5c:8e:40,-85,13132513,2212106312
88:57:ee:b3:6b:bd,-88,13132513,2218425689
20:4c:9e:eb:24:71,-74,13132513,2212105881
10:6f:3f:3b:bd:22,-81,13132513,2212106371
cc:e1:d5:6e:44:15,-87,13132513,2212106775
16:6f:3f:3b:bd:22,-80,13132513,2212106072
34:fc:b9:3c:f0:70,-86,13132513,2212106759
00:c8:8b:1b:eb:bd,-84,13132513,2212106200
00:c8:8b:13:4d:7c,-84,13132513,2212106192
00:c8:8b:1b:eb:bf,-83,13132513,2212106152
1e:19:8f:e6:38:38,-79,13132513,2212106015
00:c8:8b:1b:eb:be,-85,13132513,2212106234
28:34:a2:28:5e:e0,-70,13132513,2221549288
00:1a:1e:8e:ff:43,-80,13132513,2212106039
00:35:1a:dc:79:af,-84,13132513,2212106174
00:18:0a:84:ab:ee,-78,13132513,2212105983
00:1a:1e:8e:ef:a2,-80,13132513,2212106022
00:1a:1e:8e:ef:a1,-80,13132513,2212106031
88:57:ee:86:20:7d,-90,13132513,2212106919
6e:19:8f:e6:21:00,-91,13132513,2212107034
28:34:a2:28:5e:ef,-84,13132513,2212106381
00:1a:1e:8e:ff:42,-82,13132513,2212106344
a0:55:4f:40:a0:8f,-90,13132513,2212106927
a0:55:4f:40:a0:8e,-91,13132513,2212107044
00:80:4c:c9:0d:18,-89,13132513,2212106955
dc:fb:02:93:0c:41,-88,13132513,2212106971
00:01:8e:65:65:30,-89,13132513,2212106988
00:03:52:a9:5d:ab,-86,13132513,2218426052
00:03:52:a9:5d:ae,-78,13132513,2212106089
00:03:52:a9:5d:ad,-78,13132513,2212106097
00:1a:1e:8e:ff:40,-81,13132513,2212106330
00:35:1a:dc:79:ae,-85,13132513,2212106226
cc:e1:d5:f9:66:00,-69,13132513,2221549257
cc:e1:d5:f9:66:04,-83,13132513,2221549550
0c:8f:ff:d7:e1:47,-85,13132513,2212106352
74:67:f7:74:9a:82,-83,13132513,2212106605
c0:25:a2:53:16:ee,-86,13132513,2212106980
00:20:a6:cf:85:27,-86,13132513,2221549695
28:34:a2:28:5f:ff,-56,13132513,2221549195
8c:34:fd:46:1c:37,-80,13132513,2218425207
34:fc:b9:3c:f0:51,-92,13132513,2218426150
00:03:52:a9:5d:a0,-89,13132513,2221549725
