wifi0,wifi1,wifi2,wifi3,wifi4,wifi5,wifi6,wifi7,wifi8,wifi9,wifi10,wifi11,wifi12,wifi13,wifi14,wifi15,wifi16,wifi17,wifi18,wifi19,wifi20,wifi21,wifi22,wifi23,wifi24,wifi25,wifi26,wifi27,wifi28,wifi29,wifi30,wifi31,wifi32,wifi33,wifi34,wifi35,wifi36,wifi37,wifi38,wifi39,wifi40,wifi41,wifi42,wifi43,wifi44,wifi45,wifi46,wifi47,wifi48,wifi49,wifi50,wifi51,wifi52,wifi53,wifi54,wifi55,wifi56,wifi57,wifi58,wifi59,wifi60,wifi61,wifi62,wifi63,wifi64,wifi65,wifi66,wifi67,wifi68,wifi69,wifi70,wifi71,wifi72,wifi73,wifi74,wifi75,wifi76,wifi77,wifi78,wifi79,wifi80,wifi81,wifi82,wifi83,wifi84,wifi85,wifi86,wifi87,wifi88,wifi89,wifi90,wifi91,wifi92,wifi93,wifi94,wifi95,wifi96,wifi97,wifi98,wifi99,wifi100,wifi101,wifi102,wifi103,wifi104,wifi105,wifi106,wifi107,wifi108,wifi109,wifi110,wifi111,wifi112,wifi113,wifi114,wifi115,wifi116,wifi117,wifi118,wifi119,wifi120,wifi121,wifi122,wifi123,wifi124,wifi125,wifi126,wifi127,wifi128,wifi129,wifi130,wifi131,wifi132,wifi133,wifi134,wifi135,wifi136,wifi137,wifi138,wifi139,wifi140,wifi141,wifi142,wifi143,wifi144,wifi145,wifi146,wifi147,wifi148,wifi149,wifi150,wifi151,wifi152,wifi153,wifi154,wifi155,wifi156,wifi157,wifi158,wifi159,wifi160,wifi161,wifi162,wifi163,wifi164,wifi165,wifi166,wifi167,wifi168,wifi169,wifi170,wifi171,wifi172,wifi173,wifi174,wifi175,wifi176,wifi177,wifi178,wifi179,wifi180,wifi181,wifi182,wifi183,wifi184,location
-82,-85,-71,-70,-69,-73,-77,-78,-71,-86,-87,-70,-80,-78,-79,-77,-71,-69,-78,100,100,-84,-78,-84,-84,-79,-84,-74,-89,-84,-84,-83,-83,-78,-84,-86,-84,-85,-77,-76,-78,-84,100,100,-84,100,-90,-89,100,100,100,-79,100,-85,100,-86,-86,-82,100,100,-85,100,100,100,100,100,100,100,-87,100,100,100,100,100,100,100,100,100,100,-91,100,100,-84,-85,-86,-84,100,100,-87,100,100,100,100,100,-88,-89,100,-89,-86,100,-86,-84,-84,-84,100,-87,-88,-85,-87,-73,-84,100,100,100,100,-91,100,100,100,100,100,100,-87,-85,-84,100,100,100,100,-85,100,100,100,100,100,100,-85,100,100,100,100,100,100,100,100,100,100,-90,-86,-84,100,100,-83,100,100,-87,-79,100,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,20
-82,-85,-71,-70,-69,-73,-77,-78,-71,-86,-87,-70,-80,-78,-79,-77,-71,-69,-78,100,100,-84,-78,-84,-84,-79,-84,-74,-89,-84,-84,-83,-83,-78,-84,-86,-84,-85,-77,-76,-78,-84,100,100,-84,100,-90,-89,100,100,100,-79,100,-85,100,-86,-86,-82,100,100,-85,100,100,100,100,100,100,100,-87,100,100,100,100,100,100,100,100,100,100,-91,100,100,-84,-85,-86,-84,100,100,-87,100,100,100,100,100,-88,-89,100,-89,-86,100,-86,-84,-84,-84,100,-87,-88,-85,-87,-73,-84,100,100,100,100,-91,100,100,100,100,100,100,-87,-85,-84,100,100,100,100,-85,100,100,100,100,100,100,-85,100,100,100,100,100,100,100,100,100,100,-90,-86,-84,100,100,-83,100,100,-87,-79,100,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,21
-82,-85,-71,-70,-69,-73,-77,-78,-71,-86,-87,-70,-80,-78,-79,-77,-71,-69,-78,100,100,-84,-78,-84,-84,-79,-84,-74,-89,-84,-84,-83,-83,-78,-84,-86,-84,-85,-77,-76,-78,-84,100,100,-84,100,-90,-89,100,100,100,-79,100,-85,100,-86,-86,-82,100,100,-85,100,100,100,100,100,100,100,-87,100,100,100,100,100,100,100,100,100,100,-91,100,100,-84,-85,-86,-84,100,100,-87,100,100,100,100,100,-88,-89,100,-89,-86,100,-86,-84,-84,-84,100,-87,-88,-85,-87,-73,-84,100,100,100,100,-91,100,100,100,100,100,100,-87,-85,-84,100,100,100,100,-85,100,100,100,100,100,100,-85,100,100,100,100,100,100,100,100,100,100,-90,-86,-84,100,100,-83,100,100,-87,-79,100,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,22
-83,-82,-70,-70,-71,-73,-79,-78,-70,-86,-87,-72,-80,-78,100,-77,-71,-71,-78,100,100,-84,-78,-81,-82,-88,-81,-74,-85,-80,-82,-81,-81,-79,-83,-86,-82,-85,-80,-76,-79,-82,100,100,-84,100,-90,-89,100,100,100,-77,100,-82,100,-86,100,-80,100,100,-85,100,100,100,100,100,100,100,-87,100,100,100,100,100,100,100,100,100,100,-91,100,100,-84,-85,-86,-84,100,100,-85,100,100,100,100,100,-82,-89,100,-89,-83,100,-81,100,100,100,100,-87,-88,100,-87,-73,100,100,100,100,100,100,100,-79,100,-86,100,100,-83,-87,-86,100,100,100,100,-85,100,100,100,100,-90,-79,-85,100,100,-90,-88,-77,100,100,100,100,100,-82,-82,-88,100,100,-83,100,100,-87,-79,100,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,23
-83,-82,-70,-70,-71,-73,-79,-78,-70,-86,-87,-72,-80,-78,100,-77,-71,-71,-78,100,100,-84,-78,-81,-82,-88,-81,-74,-85,-80,-82,-81,-81,-79,-83,-86,-82,-85,-80,-76,-79,-82,100,100,-84,100,-90,-89,100,100,100,-77,100,-82,100,-86,100,-80,100,100,-85,100,100,100,100,100,100,100,-87,100,100,100,100,100,100,100,100,100,100,-91,100,100,-84,-85,-86,-84,100,100,-85,100,100,100,100,100,-82,-89,100,-89,-83,100,-81,100,100,100,100,-87,-88,100,-87,-73,100,100,100,100,100,100,100,-79,100,-86,100,100,-83,-87,-86,100,100,100,100,-85,100,100,100,100,-90,-79,-85,100,100,-90,-88,-77,100,100,100,100,100,-82,-82,-88,100,100,-83,100,100,-87,-79,100,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,24
-83,-82,-70,-70,-71,-73,-79,-78,-70,-86,-87,-72,-80,-78,100,-77,-71,-71,-78,100,100,-84,-78,-81,-82,-88,-81,-74,-85,-80,-82,-81,-81,-79,-83,-86,-82,-85,-80,-76,-79,-82,100,100,-84,100,-90,-89,100,100,100,-77,100,-82,100,-86,100,-80,100,100,-85,100,100,100,100,100,100,100,-87,100,100,100,100,100,100,100,100,100,100,-91,100,100,-84,-85,-86,-84,100,100,-85,100,100,100,100,100,-82,-89,100,-89,-83,100,-81,100,100,100,100,-87,-88,100,-87,-73,100,100,100,100,100,100,100,-79,100,-86,100,100,-83,-87,-86,100,100,100,100,-85,100,100,100,100,-90,-79,-85,100,100,-90,-88,-77,100,100,100,100,100,-82,-82,-88,100,100,-83,100,100,-87,-79,100,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,25
-79,-81,-68,-68,-69,-77,-79,-78,-70,-86,-85,-73,-80,-76,100,-76,-70,-73,-77,100,100,-78,-75,-85,-84,-88,-84,-75,-84,-82,-83,-82,-82,-79,-84,-86,-83,-83,-80,-76,-79,-82,100,100,-84,100,-90,-89,100,100,-76,-75,100,-85,-77,-86,-78,-80,100,100,-85,100,100,100,100,100,100,100,-87,100,100,100,100,100,100,100,100,100,100,-91,100,100,-83,-85,-86,-84,100,100,-87,100,100,100,100,100,-76,-89,100,-89,-82,100,-76,100,100,100,100,-87,-88,100,-87,-69,100,-84,100,-85,100,100,100,-81,100,-86,-85,100,-82,-81,-80,-86,100,100,100,-85,-86,100,100,100,-90,-81,-85,100,100,-86,-90,-79,100,100,100,-73,100,-80,-83,-80,-79,100,-83,100,-86,-87,-79,100,-78,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,26
-79,-81,-68,-68,-69,-77,-79,-78,-70,-86,-85,-73,-80,-76,100,-76,-70,-73,-77,100,100,-78,-75,-85,-84,-88,-84,-75,-84,-82,-83,-82,-82,-79,-84,-86,-83,-83,-80,-76,-79,-82,100,100,-84,100,-90,-89,100,100,-76,-75,100,-85,-77,-86,-78,-80,100,100,-85,100,100,100,100,100,100,100,-87,100,100,100,100,100,100,100,100,100,100,-91,100,100,-83,-85,-86,-84,100,100,-87,100,100,100,100,100,-76,-89,100,-89,-82,100,-76,100,100,100,100,-87,-88,100,-87,-69,100,-84,100,-85,100,100,100,-81,100,-86,-85,100,-82,-81,-80,-86,100,100,100,-85,-86,100,100,100,-90,-81,-85,100,100,-86,-90,-79,100,100,100,-73,100,-80,-83,-80,-79,100,-83,100,-86,-87,-79,100,-78,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,27
-79,-81,-68,-68,-69,-77,-79,-78,-70,-86,-85,-73,-80,-76,100,-76,-70,-73,-77,100,100,-78,-75,-85,-84,-88,-84,-75,-84,-82,-83,-82,-82,-79,-84,-86,-83,-83,-80,-76,-79,-82,100,100,-84,100,-90,-89,100,100,-76,-75,100,-85,-77,-86,-78,-80,100,100,-85,100,100,100,100,100,100,100,-87,100,100,100,100,100,100,100,100,100,100,-91,100,100,-83,-85,-86,-84,100,100,-87,100,100,100,100,100,-76,-89,100,-89,-82,100,-76,100,100,100,100,-87,-88,100,-87,-69,100,-84,100,-85,100,100,100,-81,100,-86,-85,100,-82,-81,-80,-86,100,100,100,-85,-86,100,100,100,-90,-81,-85,100,100,-86,-90,-79,100,100,100,-73,100,-80,-83,-80,-79,100,-83,100,-86,-87,-79,100,-78,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,28
-79,-80,-68,-67,-68,-77,-79,-77,-68,100,-85,-72,-80,-76,100,-76,-72,-75,-80,100,100,-76,-75,-85,-84,-88,-84,-75,-84,-78,-80,-81,-80,-80,-84,-86,-83,-83,-80,-80,-79,-81,100,100,-84,100,100,100,100,100,-77,-72,100,-81,-77,-86,-78,-69,100,100,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,-83,-85,-86,-84,100,100,-85,100,100,100,100,100,-76,100,100,100,-82,100,-76,100,100,100,100,100,100,100,100,-72,100,-83,-84,-85,100,100,100,-81,100,-84,-84,-73,-83,-81,-84,-86,100,100,100,-85,-87,100,-90,-89,-88,-81,-84,-84,100,-85,-90,-80,100,100,100,-73,100,-81,-83,-85,-79,-90,100,100,-85,100,-74,100,-81,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,29
-79,-80,-68,-67,-68,-77,-79,-77,-68,100,-85,-72,-80,-76,100,-76,-72,-75,-80,100,100,-76,-75,-85,-84,-88,-84,-75,-84,-78,-80,-81,-80,-80,-84,-86,-83,-83,-80,-80,-79,-81,100,100,-84,100,100,100,100,100,-77,-72,100,-81,-77,-86,-78,-69,100,100,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,-83,-85,-86,-84,100,100,-85,100,100,100,100,100,-76,100,100,100,-82,100,-76,100,100,100,100,100,100,100,100,-72,100,-83,-84,-85,100,100,100,-81,100,-84,-84,-73,-83,-81,-84,-86,100,100,100,-85,-87,100,-90,-89,-88,-81,-84,-84,100,-85,-90,-80,100,100,100,-73,100,-81,-83,-85,-79,-90,100,100,-85,100,-74,100,-81,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,30
-79,-80,-68,-67,-68,-77,-79,-77,-68,100,-85,-72,-80,-76,100,-76,-72,-75,-80,100,100,-76,-75,-85,-84,-88,-84,-75,-84,-78,-80,-81,-80,-80,-84,-86,-83,-83,-80,-80,-79,-81,100,100,-84,100,100,100,100,100,-77,-72,100,-81,-77,-86,-78,-69,100,100,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,-83,-85,-86,-84,100,100,-85,100,100,100,100,100,-76,100,100,100,-82,100,-76,100,100,100,100,100,100,100,100,-72,100,-83,-84,-85,100,100,100,-81,100,-84,-84,-73,-83,-81,-84,-86,100,100,100,-85,-87,100,-90,-89,-88,-81,-84,-84,100,-85,-90,-80,100,100,100,-73,100,-81,-83,-85,-79,-90,100,100,-85,100,-74,100,-81,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,31
-84,-88,-66,-67,-65,-75,-79,-77,-66,100,-84,-72,-80,-76,100,-76,-78,-75,-80,100,100,-76,-75,-85,-84,-88,-84,-75,-86,-78,-78,-78,-78,-85,-84,-86,-83,-81,-78,-80,-79,-78,100,100,-84,100,100,100,100,100,-74,-77,100,-83,-72,-86,-74,-74,100,100,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,-83,-85,-86,-84,100,100,-86,100,100,100,100,100,-81,100,100,100,-85,100,-80,100,100,100,100,100,100,100,100,-72,100,-87,-84,-84,-90,100,100,-80,100,-81,-84,-73,-83,-80,-80,-86,100,100,-91,-85,-87,100,-90,-89,-89,-78,-84,-84,100,-90,-90,-77,100,100,-89,-74,100,-77,-84,-80,-78,-90,-85,100,-85,-78,-79,100,-81,-90,100,100,100,100,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,32
-84,-88,-66,-67,-65,-75,-79,-77,-66,100,-84,-72,-80,-76,100,-76,-78,-75,-80,100,100,-76,-75,-85,-84,-88,-84,-75,-86,-78,-78,-78,-78,-85,-84,-86,-83,-81,-78,-80,-79,-78,100,100,-84,100,100,100,100,100,-74,-77,100,-83,-72,-86,-74,-74,100,100,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,-83,-85,-86,-84,100,100,-86,100,100,100,100,100,-81,100,100,100,-85,100,-80,100,100,100,100,100,100,100,100,-72,100,-87,-84,-84,-90,100,100,-80,100,-81,-84,-73,-83,-80,-80,-86,100,100,-91,-85,-87,100,-90,-89,-89,-78,-84,-84,100,-90,-90,-77,100,100,-89,-74,100,-77,-84,-80,-78,-90,-85,100,-85,-78,-79,100,-81,-90,100,100,100,100,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,33
-84,-88,-66,-67,-65,-75,-79,-77,-66,100,-84,-72,-80,-76,100,-76,-78,-75,-80,100,100,-76,-75,-85,-84,-88,-84,-75,-86,-78,-78,-78,-78,-85,-84,-86,-83,-81,-78,-80,-79,-78,100,100,-84,100,100,100,100,100,-74,-77,100,-83,-72,-86,-74,-74,100,100,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,-83,-85,-86,-84,100,100,-86,100,100,100,100,100,-81,100,100,100,-85,100,-80,100,100,100,100,100,100,100,100,-72,100,-87,-84,-84,-90,100,100,-80,100,-81,-84,-73,-83,-80,-80,-86,100,100,-91,-85,-87,100,-90,-89,-89,-78,-84,-84,100,-90,-90,-77,100,100,-89,-74,100,-77,-84,-80,-78,-90,-85,100,-85,-78,-79,100,-81,-90,100,100,100,100,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,34
-89,-83,-56,-58,-57,-67,100,-77,-57,-71,-77,-72,-84,-76,100,-76,-78,-75,-83,100,100,-76,-75,-85,-84,-88,-84,-79,-86,-82,-83,-83,-83,-85,-84,-86,-83,-81,-81,-80,-83,-83,100,100,100,100,100,100,100,100,-81,-78,100,-83,-80,-86,-79,-74,100,100,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-75,-83,100,100,-84,100,100,-86,100,100,100,100,100,-81,100,100,100,-85,100,-80,100,100,100,100,100,100,100,100,-80,100,-87,-84,-84,-90,100,100,-80,100,-85,-84,-73,-87,-88,-88,-86,-83,100,-91,-85,-87,100,-90,-89,-89,-78,-84,-84,100,-90,-90,-77,100,100,-89,-74,100,-77,-88,-88,-79,-90,-85,100,-85,-78,-79,100,-81,-90,100,100,100,100,-82,100,100,100,100,100,100,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,35
-89,-83,-56,-58,-57,-67,100,-77,-57,-71,-77,-72,-84,-76,100,-76,-78,-75,-83,100,100,-76,-75,-85,-84,-88,-84,-79,-86,-82,-83,-83,-83,-85,-84,-86,-83,-81,-81,-80,-83,-83,100,100,100,100,100,100,100,100,-81,-78,100,-83,-80,-86,-79,-74,100,100,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-75,-83,100,100,-84,100,100,-86,100,100,100,100,100,-81,100,100,100,-85,100,-80,100,100,100,100,100,100,100,100,-80,100,-87,-84,-84,-90,100,100,-80,100,-85,-84,-73,-87,-88,-88,-86,-83,100,-91,-85,-87,100,-90,-89,-89,-78,-84,-84,100,-90,-90,-77,100,100,-89,-74,100,-77,-88,-88,-79,-90,-85,100,-85,-78,-79,100,-81,-90,100,100,100,100,-82,100,100,100,100,100,100,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,36
-89,-83,-56,-58,-57,-67,100,-77,-57,-71,-77,-72,-84,-76,100,-76,-78,-75,-83,100,100,-76,-75,-85,-84,-88,-84,-79,-86,-82,-83,-83,-83,-85,-84,-86,-83,-81,-81,-80,-83,-83,100,100,100,100,100,100,100,100,-81,-78,100,-83,-80,-86,-79,-74,100,100,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-75,-83,100,100,-84,100,100,-86,100,100,100,100,100,-81,100,100,100,-85,100,-80,100,100,100,100,100,100,100,100,-80,100,-87,-84,-84,-90,100,100,-80,100,-85,-84,-73,-87,-88,-88,-86,-83,100,-91,-85,-87,100,-90,-89,-89,-78,-84,-84,100,-90,-90,-77,100,100,-89,-74,100,-77,-88,-88,-79,-90,-85,100,-85,-78,-79,100,-81,-90,100,100,100,100,-82,100,100,100,100,100,100,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,37
-86,-78,-52,-52,-52,-70,100,-77,-53,-73,-79,-81,-75,-76,100,-76,-82,-75,-85,100,100,-76,-75,-86,-84,-86,-84,-79,-86,-82,-87,-86,-87,-85,-84,-89,-87,-81,-81,-80,-83,-88,-68,100,100,100,100,100,100,100,-81,-84,100,-83,-80,-86,-88,-74,100,100,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-75,-83,100,100,-84,100,100,-86,100,100,100,100,100,-81,-92,100,100,-85,100,-80,100,100,100,100,-89,100,100,-89,-75,100,-87,-84,-84,-90,100,100,-80,100,-85,-84,-73,-87,-91,-90,-86,-83,100,-91,-85,-87,100,-90,-89,-89,-78,-84,-84,100,-90,-90,-77,100,100,-89,-74,100,-77,-88,-88,-79,-90,-85,100,-85,-78,-79,100,-81,-90,100,100,100,100,-82,100,100,100,100,100,100,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,38
-86,-78,-52,-52,-52,-70,100,-77,-53,-73,-79,-81,-75,-76,100,-76,-82,-75,-85,100,100,-76,-75,-86,-84,-86,-84,-79,-86,-82,-87,-86,-87,-85,-84,-89,-87,-81,-81,-80,-83,-88,-68,100,100,100,100,100,100,100,-81,-84,100,-83,-80,-86,-88,-74,100,100,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-75,-83,100,100,-84,100,100,-86,100,100,100,100,100,-81,-92,100,100,-85,100,-80,100,100,100,100,-89,100,100,-89,-75,100,-87,-84,-84,-90,100,100,-80,100,-85,-84,-73,-87,-91,-90,-86,-83,100,-91,-85,-87,100,-90,-89,-89,-78,-84,-84,100,-90,-90,-77,100,100,-89,-74,100,-77,-88,-88,-79,-90,-85,100,-85,-78,-79,100,-81,-90,100,100,100,100,-82,100,100,100,100,100,100,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,39
-86,-78,-52,-52,-52,-70,100,-77,-53,-73,-79,-81,-75,-76,100,-76,-82,-75,-85,100,100,-76,-75,-86,-84,-86,-84,-79,-86,-82,-87,-86,-87,-85,-84,-89,-87,-81,-81,-80,-83,-88,-68,100,100,100,100,100,100,100,-81,-84,100,-83,-80,-86,-88,-74,100,100,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-75,-83,100,100,-84,100,100,-86,100,100,100,100,100,-81,-92,100,100,-85,100,-80,100,100,100,100,-89,100,100,-89,-75,100,-87,-84,-84,-90,100,100,-80,100,-85,-84,-73,-87,-91,-90,-86,-83,100,-91,-85,-87,100,-90,-89,-89,-78,-84,-84,100,-90,-90,-77,100,100,-89,-74,100,-77,-88,-88,-79,-90,-85,100,-85,-78,-79,100,-81,-90,100,100,100,100,-82,100,100,100,100,100,100,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,40
-84,-73,-48,-47,-44,-70,100,100,-47,-70,-75,-81,-78,100,-89,-84,-82,100,-86,100,100,100,100,-86,100,-87,100,-79,-86,-82,-87,-86,-87,-85,-89,-89,-87,-87,-81,-87,-83,-87,-64,100,100,100,100,100,100,100,-81,-84,100,-83,-80,100,-88,-69,100,100,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-88,-87,-89,-87,100,100,-86,100,100,100,100,100,-81,-92,100,100,-85,100,-80,100,100,100,100,-89,100,100,-89,-75,100,-87,100,-84,-90,100,100,-80,100,-85,100,100,-87,-91,-90,-86,-83,100,-91,-85,100,100,100,100,-89,-78,-84,-84,100,-90,-90,-77,100,100,-89,-74,100,-77,-88,-88,-79,100,-85,100,100,-78,-79,100,100,100,100,100,100,100,-82,100,100,100,100,100,100,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,41
-84,-73,-48,-47,-44,-70,100,100,-47,-70,-75,-81,-78,100,-89,-84,-82,100,-86,100,100,100,100,-86,100,-87,100,-79,-86,-82,-87,-86,-87,-85,-89,-89,-87,-87,-81,-87,-83,-87,-64,100,100,100,100,100,100,100,-81,-84,100,-83,-80,100,-88,-69,100,100,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-88,-87,-89,-87,100,100,-86,100,100,100,100,100,-81,-92,100,100,-85,100,-80,100,100,100,100,-89,100,100,-89,-75,100,-87,100,-84,-90,100,100,-80,100,-85,100,100,-87,-91,-90,-86,-83,100,-91,-85,100,100,100,100,-89,-78,-84,-84,100,-90,-90,-77,100,100,-89,-74,100,-77,-88,-88,-79,100,-85,100,100,-78,-79,100,100,100,100,100,100,100,-82,100,100,100,100,100,100,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,42
-84,-73,-48,-47,-44,-70,100,100,-47,-70,-75,-81,-78,100,-89,-84,-82,100,-86,100,100,100,100,-86,100,-87,100,-79,-86,-82,-87,-86,-87,-85,-89,-89,-87,-87,-81,-87,-83,-87,-64,100,100,100,100,100,100,100,-81,-84,100,-83,-80,100,-88,-69,100,100,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-88,-87,-89,-87,100,100,-86,100,100,100,100,100,-81,-92,100,100,-85,100,-80,100,100,100,100,-89,100,100,-89,-75,100,-87,100,-84,-90,100,100,-80,100,-85,100,100,-87,-91,-90,-86,-83,100,-91,-85,100,100,100,100,-89,-78,-84,-84,100,-90,-90,-77,100,100,-89,-74,100,-77,-88,-88,-79,100,-85,100,100,-78,-79,100,100,100,100,100,100,100,-82,100,100,100,100,100,100,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,43
-85,-75,-49,-50,-48,-74,100,100,-48,-69,-68,-81,-72,100,-89,-84,-72,-86,-85,100,100,100,100,-86,100,-87,100,-77,-86,-82,-87,-86,-87,-85,-89,-89,-87,-87,-81,-87,-83,-87,-56,100,100,100,100,100,100,100,-81,-84,100,-83,-80,-91,-88,-69,100,100,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-70,-88,-87,-89,-87,100,100,-86,100,100,100,100,100,-81,-92,100,100,-85,100,-80,100,100,100,100,-89,-90,100,-89,-73,100,-87,100,-84,-90,100,100,-80,100,-85,100,100,-87,-91,-90,-86,-83,100,-91,-85,100,100,100,100,-89,-78,-84,-84,100,-90,-90,-77,100,100,-89,-74,100,-77,-88,-88,-79,100,-85,100,100,-78,-79,100,100,100,100,100,100,100,-82,100,100,100,100,100,100,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,44
-85,-75,-49,-50,-48,-74,100,100,-48,-69,-68,-81,-72,100,-89,-84,-72,-86,-85,100,100,100,100,-86,100,-87,100,-77,-86,-82,-87,-86,-87,-85,-89,-89,-87,-87,-81,-87,-83,-87,-56,100,100,100,100,100,100,100,-81,-84,100,-83,-80,-91,-88,-69,100,100,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-70,-88,-87,-89,-87,100,100,-86,100,100,100,100,100,-81,-92,100,100,-85,100,-80,100,100,100,100,-89,-90,100,-89,-73,100,-87,100,-84,-90,100,100,-80,100,-85,100,100,-87,-91,-90,-86,-83,100,-91,-85,100,100,100,100,-89,-78,-84,-84,100,-90,-90,-77,100,100,-89,-74,100,-77,-88,-88,-79,100,-85,100,100,-78,-79,100,100,100,100,100,100,100,-82,100,100,100,100,100,100,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,45
-85,-75,-49,-50,-48,-74,100,100,-48,-69,-68,-81,-72,100,-89,-84,-72,-86,-85,100,100,100,100,-86,100,-87,100,-77,-86,-82,-87,-86,-87,-85,-89,-89,-87,-87,-81,-87,-83,-87,-56,100,100,100,100,100,100,100,-81,-84,100,-83,-80,-91,-88,-69,100,100,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-70,-88,-87,-89,-87,100,100,-86,100,100,100,100,100,-81,-92,100,100,-85,100,-80,100,100,100,100,-89,-90,100,-89,-73,100,-87,100,-84,-90,100,100,-80,100,-85,100,100,-87,-91,-90,-86,-83,100,-91,-85,100,100,100,100,-89,-78,-84,-84,100,-90,-90,-77,100,100,-89,-74,100,-77,-88,-88,-79,100,-85,100,100,-78,-79,100,100,100,100,100,100,100,-82,100,100,100,100,100,100,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,46
-89,-69,-47,-47,-47,-66,-87,-86,-46,-65,-67,-77,-71,-88,-89,-86,-72,-86,-85,100,100,-85,100,-86,100,-87,100,-81,100,100,-87,-86,-87,100,-89,-89,-87,-87,100,-87,-87,-87,-56,100,-86,100,100,100,100,100,100,-84,100,100,100,-91,-88,-69,100,100,-82,100,100,100,100,100,100,100,100,-76,100,100,100,100,100,100,100,100,100,100,100,-66,-88,-87,-89,-87,100,100,100,100,100,100,100,100,100,-92,100,100,100,100,100,100,100,100,100,-89,-90,100,-89,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,-91,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-75,100,100,100,100,100,100,100,100,100,100,100,100,-89,47
